LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT_PAYEMENT,SEX_Female,SEX_Male,EDUCATION_Graduate_school,EDUCATION_High_school,EDUCATION_Others,EDUCATION_University,MARRIAGE_Married,MARRIAGE_Others,MARRIAGE_Single,PAY_0_Pay_delay>=1,PAY_0_Pay_duly,PAY_2_Pay_delay>=1,PAY_2_Pay_duly,PAY_3_Pay_delay>=1,PAY_3_Pay_duly,PAY_4_Pay_delay>=1,PAY_4_Pay_duly,PAY_5_Pay_delay>=1,PAY_5_Pay_duly,PAY_6_Pay_delay>=1,PAY_6_Pay_duly
10000.0,35,8857.0,8661.0,9055.0,9665.0,9297.0,5555.0,2300.0,1000.0,1000.0,1000.0,2000.0,3094.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
100000.0,26,98542.0,82569.0,87486.0,84536.0,76008.0,69865.0,3326.0,8003.0,2745.0,2689.0,2896.0,2731.0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
220000.0,25,215036.0,216083.0,217461.0,212995.0,182534.0,169250.0,7800.0,8200.0,7039.0,6528.0,6100.0,6200.0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
80000.0,32,82212.0,79682.0,28242.0,21400.0,0.0,0.0,7.0,1200.0,1408.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1
110000.0,42,39635.0,40580.0,41631.0,42352.0,41373.0,42156.0,1900.0,2000.0,1700.0,0.0,1600.0,1600.0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1
200000.0,26,50124.0,51122.0,52533.0,52772.0,53441.0,22246.0,1830.0,2235.0,1447.0,1069.0,445.0,9332.0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
240000.0,32,53286.0,16920.0,12869.0,14497.0,12262.0,8331.0,8000.0,1500.0,5000.0,1000.0,3000.0,2666.0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
120000.0,25,81129.0,72699.0,39909.0,18334.0,7382.0,19801.0,7504.0,29.0,10004.0,6.0,19824.0,18129.0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
20000.0,28,16122.0,16787.0,14459.0,14743.0,16351.0,17126.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
100000.0,23,694.0,650.0,687.0,620.0,0.0,627.0,656.0,687.0,620.0,0.0,627.0,3620.0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
