age,workclass,education,marital_status,relationship,occupation,race,gender,capital_gain,capital_loss,hours_per_week,income
41,Government,HS-grad,Single,Not-in-family,Blue-Collar,White,Female,14344,0,40,1
27,Private,Bachelors,Single,Own-child,Professional,White,Male,0,0,50,0
31,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,91,0
30,Government,Bachelors,Married,Husband,Professional,White,Male,0,0,45,0
23,Private,Some-college,Single,Not-in-family,White-Collar,White,Female,0,0,40,0
20,Private,School,Single,Own-child,Blue-Collar,White,Female,0,0,11,0
19,Private,School,Single,Own-child,Blue-Collar,White,Female,0,0,30,0
25,Private,Bachelors,Single,Own-child,White-Collar,White,Male,0,0,40,0
52,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,0
45,Private,Some-college,Single,Own-child,Blue-Collar,White,Male,0,0,45,0
28,Private,Masters,Married,Husband,Sales,White,Male,0,0,45,1
18,Private,Some-college,Single,Own-child,White-Collar,White,Female,0,0,25,0
28,Private,Some-college,Single,Not-in-family,Service,White,Female,0,0,40,0
33,Self-Employed,HS-grad,Separated,Unmarried,Service,White,Female,0,0,8,0
18,Private,School,Single,Own-child,Professional,White,Male,0,0,40,0
52,Private,HS-grad,Single,Unmarried,White-Collar,Black,Female,0,0,40,0
41,Private,Some-college,Married,Wife,White-Collar,White,Female,0,0,40,1
50,Self-Employed,School,Divorced,Not-in-family,Sales,White,Female,0,0,50,0
20,Private,School,Single,Own-child,Service,White,Male,0,0,40,0
44,Private,HS-grad,Married,Husband,Blue-Collar,White,Male,0,0,40,1
20,Self-Employed,HS-grad,Single,Own-child,Blue-Collar,White,Female,0,0,30,0
21,Private,Some-college,Single,Not-in-family,Professional,White,Female,0,0,40,0
71,Private,HS-grad,Widowed,Other-relative,Sales,White,Female,0,0,16,0
64,Self-Employed,HS-grad,Married,Husband,Blue-Collar,White,Male,7298,0,45,1
45,Government,Masters,Married,Husband,Professional,White,Male,7688,0,40,1
24,Private,Bachelors,Single,Own-child,Sales,White,Male,0,0,40,0
53,Private,Masters,Married,Husband,White-Collar,White,Male,15024,0,50,1
49,Self-Employed,Some-college,Divorced,Not-in-family,White-Collar,White,Male,0,2339,50,0
31,Government,HS-grad,Married,Husband,White-Collar,White,Male,0,0,45,1
52,Private,Assoc,Married,Wife,Service,White,Female,0,0,20,1
