age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
age:30-60,self-employed,married,university.degree,no,no,yes,cellular,aug,fri,327,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,services,divorced,high.school,yes,yes,no,cellular,apr,mon,369,3,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,services,single,high.school,no,yes,no,cellular,apr,wed,247,2,0,no,failure,1.8,162,47.1,1,5099.1,0
age:not30-60,management,divorced,high.school,no,no,no,cellular,aug,mon,405,1,0,no,failure,2.9,154,31.4,0,5076.2,1
age:30-60,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,93,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,management,married,basic.9y,yes,no,no,telephone,may,tue,427,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,single,university.degree,no,no,no,cellular,jun,thu,144,1,0,no,failure,2.9,161,40.8,1,5076.2,0
age:not30-60,retired,married,unknown,no,no,no,cellular,sep,tue,667,1,0,yes,failure,1.1,173,37.5,0,4963.6,0
age:30-60,technician,married,professional.course,no,yes,no,cellular,may,mon,190,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,married,professional.course,no,no,no,telephone,may,mon,29,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,71,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,single,unknown,no,no,no,cellular,nov,wed,313,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,technician,single,professional.course,no,yes,no,cellular,aug,thu,126,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,entrepreneur,married,basic.6y,no,yes,no,telephone,jun,tue,147,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,management,married,university.degree,no,yes,no,cellular,mar,mon,106,3,0,no,failure,1.8,165,34.8,0,5008.7,0
age:30-60,technician,single,university.degree,no,yes,no,cellular,jul,mon,90,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,divorced,high.school,no,yes,no,telephone,may,wed,34,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,nov,wed,59,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,divorced,university.degree,no,no,no,telephone,nov,fri,11,7,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,127,5,0,no,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,blue-collar,single,high.school,no,yes,no,cellular,jul,tue,966,2,0,no,failure,0.00014,171,42.7,4,5228.1,1
age:30-60,technician,married,professional.course,yes,yes,no,cellular,may,tue,60,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,married,university.degree,no,no,no,cellular,aug,fri,157,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,married,professional.course,no,no,no,cellular,nov,mon,64,3,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,retired,divorced,basic.4y,yes,yes,no,cellular,jul,tue,498,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,unknown,yes,yes,no,telephone,may,thu,352,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,services,married,basic.9y,no,yes,no,telephone,oct,fri,186,1,0,yes,failure,3.4,156,26.9,0,5017.5,1
age:not30-60,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,225,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,housemaid,married,basic.4y,no,no,no,cellular,nov,tue,242,1,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,entrepreneur,divorced,high.school,no,no,no,telephone,may,mon,314,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,single,university.degree,no,yes,no,cellular,may,tue,165,1,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,management,married,basic.9y,no,yes,no,cellular,may,wed,503,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,self-employed,single,university.degree,no,yes,no,telephone,jun,tue,2621,3,0,no,failure,0.00014,176,41.8,4,5228.1,1
age:30-60,technician,married,professional.course,no,yes,no,cellular,aug,wed,159,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,married,high.school,no,yes,no,cellular,jul,thu,74,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,single,professional.course,no,no,yes,cellular,aug,fri,142,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,married,high.school,no,no,no,cellular,jul,wed,254,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,management,married,basic.6y,no,yes,no,cellular,sep,thu,84,3,0,no,failure,3.4,155,29.8,0,5017.5,1
age:30-60,technician,married,professional.course,no,no,no,cellular,apr,mon,277,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,management,married,university.degree,no,no,no,cellular,aug,mon,119,4,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,mon,79,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,services,single,high.school,no,yes,no,cellular,oct,tue,189,2,0,no,failure,3.4,156,26.9,0,5017.5,0
age:not30-60,technician,single,university.degree,no,yes,no,cellular,aug,thu,250,3,0,yes,failure,1.7,172,38.3,0,4991.6,0
age:30-60,admin.,single,university.degree,no,yes,no,cellular,jul,wed,1327,2,0,no,failure,0.00014,171,42.7,4,5228.1,1
