age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
age:30-60,admin.,married,high.school,no,yes,no,telephone,may,mon,81,4,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,retired,divorced,professional.course,no,yes,no,cellular,jun,mon,470,1,0,no,failure,2.9,161,40.8,1,5076.2,0
age:30-60,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,99,4,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,single,high.school,no,no,no,cellular,jul,mon,133,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,university.degree,no,no,no,telephone,aug,wed,237,12,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,housemaid,married,illiterate,yes,yes,no,cellular,jul,tue,176,7,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,university.degree,no,no,no,cellular,oct,fri,281,1,0,yes,failure,3.4,156,26.9,0,5017.5,1
age:not30-60,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,33,2,0,no,failure,2.9,154,31.4,0,5076.2,0
age:30-60,technician,married,professional.course,yes,yes,no,cellular,nov,wed,242,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,blue-collar,married,basic.9y,no,no,no,cellular,apr,tue,381,1,0,yes,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,single,high.school,no,yes,no,cellular,nov,mon,333,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,154,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.4y,yes,no,no,telephone,jun,mon,1238,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,technician,married,university.degree,no,yes,no,cellular,jul,fri,116,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,married,high.school,no,yes,no,cellular,jun,wed,190,1,3,yes,success,1.7,172,39.8,0,4991.6,1
age:30-60,admin.,married,university.degree,no,yes,no,cellular,nov,thu,20,6,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,divorced,basic.9y,no,no,no,telephone,may,wed,283,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,married,professional.course,no,yes,no,cellular,mar,tue,368,1,0,no,failure,1.8,165,34.8,0,5008.7,1
age:30-60,services,divorced,high.school,yes,yes,no,cellular,apr,mon,369,3,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,single,high.school,no,no,no,cellular,may,tue,18,6,0,no,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,housemaid,married,unknown,no,yes,no,cellular,may,fri,122,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,divorced,university.degree,no,no,no,telephone,may,mon,247,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,housemaid,married,basic.4y,no,no,no,cellular,aug,wed,188,5,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:not30-60,unknown,married,unknown,no,no,no,telephone,jul,thu,301,3,0,no,failure,1.7,174,40.3,0,4991.6,1
age:30-60,management,married,university.degree,no,no,no,cellular,jun,tue,265,1,0,yes,failure,1.7,172,39.8,0,4991.6,1
age:30-60,admin.,married,unknown,no,yes,no,telephone,jul,thu,121,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,housemaid,married,basic.4y,no,no,no,cellular,jul,fri,347,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,university.degree,no,no,no,telephone,jun,thu,148,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,student,single,unknown,no,yes,no,cellular,nov,thu,180,1,0,yes,failure,1.1,179,50.8,1,4963.6,0
age:not30-60,admin.,single,high.school,no,yes,yes,cellular,may,tue,52,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,married,professional.course,no,no,no,telephone,jun,fri,36,24,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,63,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,418,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,services,married,high.school,no,no,no,cellular,jul,thu,15,14,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,married,high.school,no,no,no,cellular,jul,wed,238,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,housemaid,married,unknown,yes,yes,no,telephone,jun,wed,311,5,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,71,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,yes,no,no,telephone,may,wed,195,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.9y,yes,no,no,cellular,jul,mon,575,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,admin.,married,university.degree,no,no,no,telephone,may,mon,52,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,divorced,high.school,no,yes,no,cellular,may,mon,472,1,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,single,university.degree,no,yes,no,cellular,aug,thu,388,4,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,housemaid,married,university.degree,no,yes,no,cellular,aug,wed,195,7,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,services,divorced,high.school,no,no,no,telephone,may,fri,56,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,student,married,high.school,no,yes,no,telephone,dec,wed,87,5,0,no,failure,3.0,159,33.0,0,5023.5,0
age:not30-60,unemployed,single,basic.9y,no,no,yes,cellular,aug,tue,261,1,0,yes,failure,1.7,172,38.3,0,4991.6,1
age:30-60,technician,married,basic.9y,no,no,no,telephone,may,fri,433,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,551,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,married,unknown,yes,no,no,cellular,jul,thu,188,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,student,single,basic.9y,no,no,no,cellular,apr,tue,43,3,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,management,married,university.degree,yes,yes,no,cellular,may,thu,72,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,unemployed,married,basic.9y,no,yes,no,cellular,nov,thu,114,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,self-employed,married,university.degree,no,yes,no,cellular,jul,thu,140,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,married,professional.course,no,yes,no,cellular,nov,mon,61,1,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,married,university.degree,yes,yes,yes,cellular,aug,fri,21,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,married,high.school,no,no,no,cellular,jul,mon,999,2,0,no,failure,0.00014,171,42.7,4,5228.1,1
age:30-60,unemployed,married,professional.course,no,yes,yes,cellular,jun,tue,495,1,0,no,failure,2.9,161,40.8,1,5076.2,0
age:not30-60,admin.,single,university.degree,no,yes,no,cellular,nov,tue,636,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,self-employed,married,basic.9y,no,no,no,cellular,apr,fri,214,2,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,married,high.school,no,no,no,telephone,may,thu,70,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,retired,married,high.school,no,no,no,telephone,jun,thu,355,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,admin.,married,high.school,no,yes,no,cellular,may,wed,308,3,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,may,mon,185,1,2,yes,success,1.8,160,46.2,1,5099.1,0
age:not30-60,blue-collar,single,high.school,no,yes,no,cellular,may,thu,908,3,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,married,university.degree,yes,yes,yes,cellular,aug,thu,163,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,aug,mon,1070,1,0,no,failure,0.00014,166,36.1,4,5228.1,1
age:30-60,housemaid,married,basic.6y,yes,no,no,telephone,jun,fri,126,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,management,married,unknown,yes,yes,yes,telephone,may,fri,260,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,thu,537,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,single,university.degree,yes,yes,no,telephone,jun,thu,179,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,self-employed,divorced,university.degree,no,yes,no,cellular,may,fri,116,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,single,high.school,no,no,no,cellular,jul,mon,42,6,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,single,university.degree,no,yes,no,cellular,jun,wed,156,3,0,no,failure,2.9,161,40.8,1,5076.2,0
age:30-60,admin.,married,university.degree,no,yes,yes,telephone,may,wed,143,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,married,university.degree,no,no,no,cellular,sep,wed,246,3,0,no,failure,3.4,155,29.8,0,5017.5,0
age:30-60,management,married,university.degree,no,no,no,telephone,jun,mon,221,7,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,604,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,entrepreneur,married,basic.9y,yes,yes,no,cellular,jul,mon,387,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,65,5,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,338,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,single,basic.6y,no,no,no,telephone,may,thu,218,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,divorced,basic.6y,no,no,no,cellular,nov,wed,55,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,239,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,services,married,high.school,no,no,no,telephone,jun,tue,152,6,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,technician,single,professional.course,no,no,no,telephone,may,wed,99,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,technician,married,unknown,no,yes,no,cellular,dec,mon,510,2,0,yes,failure,3.0,159,33.0,0,5023.5,1
age:not30-60,admin.,single,university.degree,no,yes,no,cellular,oct,mon,123,1,0,no,failure,3.4,156,26.9,0,5017.5,0
age:30-60,technician,married,professional.course,yes,yes,yes,cellular,jul,fri,264,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,self-employed,married,basic.4y,no,yes,no,cellular,may,tue,134,4,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,single,basic.6y,no,yes,no,telephone,may,mon,130,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,married,professional.course,no,yes,no,cellular,nov,thu,180,1,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,technician,married,university.degree,yes,yes,no,telephone,may,mon,351,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,173,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,tue,305,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,services,married,high.school,no,yes,no,cellular,may,mon,278,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,mon,107,1,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,management,single,university.degree,no,yes,no,telephone,may,tue,211,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,services,married,high.school,yes,no,yes,telephone,jun,thu,267,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,admin.,single,basic.9y,no,yes,no,telephone,may,wed,41,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,married,high.school,no,yes,no,telephone,may,fri,49,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
