age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
age:30-60,blue-collar,married,basic.9y,yes,yes,no,telephone,jun,fri,50,3,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,unemployed,married,basic.9y,no,yes,no,cellular,jun,tue,62,1,0,no,failure,2.9,161,40.8,1,5076.2,0
age:30-60,admin.,married,high.school,no,yes,no,cellular,nov,thu,90,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,unknown,single,university.degree,no,no,no,cellular,mar,tue,133,1,0,no,failure,1.8,165,34.8,0,5008.7,0
age:not30-60,technician,single,professional.course,no,no,yes,telephone,jun,tue,63,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,aug,wed,581,4,0,no,failure,0.00014,166,36.1,4,5228.1,1
age:30-60,technician,divorced,university.degree,no,yes,no,cellular,nov,wed,342,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,technician,married,university.degree,no,yes,no,cellular,aug,wed,345,7,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,retired,married,basic.4y,yes,no,no,cellular,jul,tue,70,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,blue-collar,married,professional.course,no,no,no,telephone,aug,tue,11,1,0,no,failure,1.7,172,38.3,0,4991.6,0
age:30-60,services,married,basic.6y,no,yes,no,telephone,may,thu,176,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,entrepreneur,married,high.school,no,no,no,cellular,nov,wed,706,1,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,management,single,basic.4y,no,yes,no,telephone,may,thu,514,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,retired,married,university.degree,yes,no,yes,cellular,aug,fri,140,4,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,high.school,no,yes,yes,telephone,may,thu,426,6,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,services,married,unknown,no,no,no,cellular,aug,fri,109,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,tue,133,2,0,no,failure,0.1,164,42.0,4,5195.8,0
age:not30-60,admin.,single,basic.9y,yes,no,no,cellular,may,thu,460,2,0,no,failure,1.8,160,46.2,1,5099.1,1
age:not30-60,blue-collar,married,high.school,no,no,no,telephone,jun,mon,140,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,entrepreneur,married,professional.course,no,no,no,cellular,aug,wed,327,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,single,professional.course,no,yes,yes,cellular,may,mon,144,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,single,university.degree,no,no,yes,cellular,may,wed,118,2,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,retired,divorced,university.degree,no,no,no,telephone,jun,mon,605,6,0,no,failure,0.00014,176,41.8,4,5228.1,1
