age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
age:not30-60,student,single,university.degree,no,yes,no,cellular,nov,fri,180,3,3,yes,success,3.4,158,30.1,0,5017.5,0
age:30-60,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,306,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,retired,married,professional.course,no,yes,no,telephone,jun,thu,147,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,university.degree,yes,no,no,cellular,jul,mon,257,6,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,may,thu,400,1,3,yes,success,1.8,170,40.0,0,5008.7,1
age:not30-60,admin.,single,university.degree,yes,no,no,cellular,aug,fri,140,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.4y,yes,yes,no,cellular,aug,tue,106,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,management,divorced,university.degree,no,no,no,cellular,apr,mon,611,1,0,yes,failure,1.8,162,47.1,1,5099.1,0
age:not30-60,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,198,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,divorced,high.school,no,no,no,telephone,may,thu,1207,1,0,no,failure,0.00011,171,36.4,4,5191.0,1
age:30-60,admin.,married,professional.course,no,yes,no,cellular,apr,thu,571,1,0,no,failure,1.8,162,47.1,1,5099.1,1
age:30-60,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,62,7,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,yes,no,no,telephone,jun,thu,454,4,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,services,married,unknown,no,yes,yes,cellular,aug,fri,147,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,entrepreneur,single,university.degree,no,no,no,cellular,may,thu,50,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,technician,divorced,professional.course,yes,yes,no,telephone,may,thu,174,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,married,basic.6y,no,yes,no,cellular,nov,wed,616,3,0,yes,failure,0.1,164,42.0,4,5195.8,0
age:30-60,services,single,high.school,yes,yes,no,cellular,jul,tue,118,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,divorced,high.school,yes,yes,no,cellular,aug,thu,140,7,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,single,university.degree,no,yes,no,cellular,aug,thu,244,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,121,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,admin.,single,high.school,yes,no,no,cellular,may,thu,136,3,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,married,university.degree,no,no,no,cellular,aug,thu,305,1,0,no,failure,2.9,154,31.4,0,5076.2,0
age:30-60,blue-collar,married,basic.9y,yes,yes,no,cellular,jun,mon,388,1,0,no,failure,2.9,161,40.8,1,5076.2,0
age:30-60,admin.,married,high.school,no,yes,yes,cellular,may,mon,217,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,married,basic.6y,yes,no,no,telephone,may,wed,60,6,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,university.degree,no,no,no,cellular,aug,wed,236,1,4,yes,success,2.9,154,31.4,0,5076.2,0
age:30-60,blue-collar,married,basic.6y,yes,no,no,telephone,may,tue,120,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.4y,yes,yes,no,telephone,may,wed,103,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,married,basic.4y,no,yes,no,telephone,may,mon,137,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,admin.,single,high.school,no,yes,yes,cellular,jul,fri,67,11,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,married,university.degree,no,yes,no,cellular,may,mon,78,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,technician,divorced,professional.course,no,no,no,cellular,aug,tue,706,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,management,married,university.degree,no,yes,no,cellular,may,wed,192,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,management,single,university.degree,no,yes,no,cellular,may,tue,245,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:not30-60,self-employed,divorced,university.degree,no,yes,no,cellular,apr,mon,227,5,0,no,failure,1.8,162,47.1,1,5099.1,1
