age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
age:30-60,technician,divorced,high.school,no,yes,no,cellular,jul,thu,43,3,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,technician,single,university.degree,no,no,no,cellular,jul,thu,114,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,technician,single,professional.course,no,no,no,cellular,jun,mon,175,1,0,yes,failure,2.9,161,40.8,1,5076.2,0
age:30-60,management,married,university.degree,no,no,no,telephone,jun,mon,221,7,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,technician,married,professional.course,no,no,no,cellular,aug,thu,38,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,married,basic.9y,yes,yes,no,telephone,may,thu,539,1,0,no,failure,0.00011,171,36.4,4,5191.0,1
age:30-60,technician,married,basic.6y,no,no,no,cellular,apr,mon,316,2,0,yes,failure,1.8,162,47.1,1,5099.1,0
age:30-60,admin.,married,basic.6y,yes,yes,no,telephone,may,thu,124,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,divorced,university.degree,no,no,no,telephone,nov,wed,139,1,0,no,failure,0.1,164,42.0,4,5195.8,1
age:30-60,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,311,1,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,technician,single,university.degree,no,no,no,cellular,aug,wed,118,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:not30-60,retired,married,basic.4y,no,yes,no,cellular,jul,mon,568,7,0,no,failure,1.7,174,40.3,0,4991.6,1
age:30-60,unemployed,married,university.degree,no,no,no,cellular,aug,fri,247,2,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,retired,married,high.school,yes,no,no,cellular,may,tue,127,1,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,married,university.degree,no,no,no,telephone,jun,mon,237,2,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,retired,married,high.school,no,no,no,cellular,dec,thu,155,1,4,yes,success,3.0,159,33.0,0,5023.5,1
age:30-60,blue-collar,married,basic.6y,no,no,no,cellular,jul,fri,640,3,0,no,failure,0.00014,171,42.7,4,5228.1,1
age:30-60,technician,single,university.degree,no,no,no,cellular,jul,tue,159,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,management,single,university.degree,no,yes,yes,cellular,mar,tue,97,1,0,no,failure,1.8,160,50.0,1,5099.1,0
age:30-60,admin.,married,unknown,no,no,no,telephone,may,wed,181,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,university.degree,yes,yes,yes,cellular,aug,fri,21,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,married,university.degree,no,no,no,cellular,jul,tue,83,2,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,services,married,high.school,yes,no,no,telephone,may,mon,211,3,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,divorced,university.degree,no,no,no,telephone,may,tue,179,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,106,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.4y,no,no,no,cellular,may,thu,11,1,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,single,basic.9y,no,no,yes,cellular,may,wed,222,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,admin.,married,high.school,no,yes,no,cellular,jul,fri,90,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,admin.,married,university.degree,no,yes,no,cellular,may,mon,156,7,0,no,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,married,basic.4y,no,no,no,cellular,aug,thu,94,13,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,married,professional.course,no,yes,no,cellular,nov,fri,495,1,3,yes,success,3.4,158,30.1,0,5017.5,1
age:not30-60,admin.,married,high.school,no,no,yes,telephone,jun,wed,97,8,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,services,married,high.school,no,yes,no,telephone,may,mon,347,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,married,university.degree,no,no,no,cellular,jul,tue,404,1,0,no,failure,2.9,156,33.6,1,5076.2,0
age:30-60,housemaid,married,basic.9y,yes,no,no,telephone,may,mon,152,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,technician,single,professional.course,no,yes,no,cellular,nov,mon,68,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,admin.,married,university.degree,yes,no,no,cellular,jul,mon,80,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:not30-60,retired,married,basic.9y,no,yes,no,telephone,aug,fri,176,2,0,no,failure,2.9,154,31.4,0,5076.2,0
age:not30-60,blue-collar,single,basic.9y,no,yes,no,cellular,jul,thu,268,5,0,yes,failure,1.7,174,40.3,0,4991.6,1
age:30-60,blue-collar,married,basic.9y,no,no,no,cellular,oct,mon,79,1,0,yes,failure,3.4,156,26.9,0,5017.5,0
age:30-60,housemaid,married,high.school,no,yes,no,telephone,jun,mon,171,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:not30-60,student,single,university.degree,no,no,no,cellular,may,wed,253,1,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,services,married,unknown,no,no,no,telephone,may,wed,262,2,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,227,4,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:not30-60,blue-collar,married,professional.course,yes,no,no,cellular,apr,thu,348,2,0,no,failure,1.8,162,47.1,1,5099.1,0
age:30-60,services,married,high.school,yes,yes,no,telephone,jun,tue,1345,3,0,no,failure,0.00014,176,41.8,4,5228.1,1
age:30-60,blue-collar,married,high.school,no,yes,no,telephone,may,thu,183,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,married,basic.9y,no,yes,no,telephone,jul,thu,24,1,0,no,failure,0.00014,171,42.7,4,5228.1,0
age:30-60,technician,married,professional.course,no,yes,no,cellular,aug,mon,393,3,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,206,2,0,yes,failure,1.8,160,46.2,1,5099.1,0
age:30-60,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,58,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,basic.9y,no,no,no,telephone,jun,thu,145,1,0,no,failure,0.00014,176,41.8,4,5228.1,0
age:30-60,admin.,married,university.degree,no,no,no,telephone,may,fri,847,1,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,blue-collar,single,high.school,no,yes,yes,cellular,nov,wed,126,1,0,no,failure,0.1,164,42.0,4,5195.8,0
age:30-60,technician,married,professional.course,no,yes,no,telephone,may,wed,248,6,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,admin.,married,university.degree,yes,yes,yes,cellular,aug,wed,156,1,0,no,failure,0.00014,166,36.1,4,5228.1,0
age:30-60,technician,married,professional.course,no,yes,no,telephone,may,wed,747,3,0,no,failure,0.00011,171,36.4,4,5191.0,0
age:30-60,management,single,university.degree,no,yes,no,cellular,mar,tue,427,3,0,no,failure,1.8,160,50.0,1,5099.1,1
